rpid,oid,type,mid,root,parent,dialog,count,rcount,ctime,like,plat,device,content,emote,at_uname,at_mid,invisible,level,sex,sign,uname,avatar
211261561504,1000435390,1,1048067195,0,0,0,0,0,1709738982,0,,,永远支持梅西！！！！！！,,,,False,4,保密,,关门打自已,https://i2.hdslb.com/bfs/face/e839627b4f9003868ce0a60a5ea6286dcf7a1daa.jpg
211176888752,1000435390,1,396746893,0,0,0,0,0,1709698410,1,,,我觉得拿来擦脚更合适[doge],[doge],,,False,5,男,"QQ3140628936,CHATGPT一人一号",帅气的lbz,https://i1.hdslb.com/bfs/face/12278a10da048463cfa2c3378e9ae6f8461f506e.jpg
211094787808,1000435390,1,456191631,0,0,0,0,0,1709639088,0,,,支持,,,,False,5,保密,,里奥呦西上等兵,https://i0.hdslb.com/bfs/face/a75bf798330da134b419a6bdaceaf14dca019970.jpg
211069285728,1000435390,1,1213621651,0,0,0,0,0,1709627044,1,,,应该当厕纸用过后再扔,,,,False,5,保密,,莱恩QX,https://i1.hdslb.com/bfs/face/1ba5c5c34e04bb3e9958ebd4a96bb40c8c93176c.jpg
210925450704,1000435390,1,661753083,0,0,0,1,1,1709532906,0,,,挠探,,,,False,5,男,,smyykkkmk,https://i0.hdslb.com/bfs/face/367e2ad0ad0acd7cfb57a7171560eca511260702.jpg
211017094768,1000435390,1,433656547,210925450704,210925450704,211017094768,0,0,1709592831,1,,,呦西,,,,False,5,保密,希望我们能像对方一样勇敢,-欠妥-,https://i1.hdslb.com/bfs/face/3f2eca034c928ef77ac60b25d40d52ead0a04f8c.jpg
210909154480,1000435390,1,429802898,0,0,0,0,0,1709524638,2,,,我不是很理解这种行为，你要表示的话完全可以把球衣卖给国外的，然后把钱拿来做公益捐了，这不比直接剪掉好多了，这份钱别人已经从你这赚了，自己剪掉，纯纯自己亏，然后博眼球，没有任何意义。,,,,False,5,保密,,土土的闰土,https://i2.hdslb.com/bfs/face/4a75d4d25ccdfae68c3a56f2477d28d229af8487.jpg
210797932000,1000435390,1,1198147414,0,0,0,0,0,1709451712,0,,,保护海洋！别想什么梅西了！,,,,False,4,保密,一个成长中的UP，低成本高质量是我们的服务宗旨,玩家Logo,https://i1.hdslb.com/bfs/face/233b397699d374e1641880aa61463b93f5e0fbdd.jpg
210781314176,1000435390,1,1451128030,0,0,0,0,0,1709443918,0,,,要下把这个改造一下做拖把，毕竟也是国产的，应该是义乌出的，质量应该还可以，物尽其用嘛！,,,,False,4,保密,23年成功翻身，希望24年开创更多成功的管道。拒绝躺平。,伶聽詩和遠芳的聲音,https://i1.hdslb.com/bfs/face/eb58f347d560732b545cbee17557429fb9a43f9f.jpg
210781030240,1000435390,1,1451128030,0,0,0,0,0,1709443863,0,,,剪除梅运，好！,,,,False,4,保密,23年成功翻身，希望24年开创更多成功的管道。拒绝躺平。,伶聽詩和遠芳的聲音,https://i1.hdslb.com/bfs/face/eb58f347d560732b545cbee17557429fb9a43f9f.jpg
210779756304,1000435390,1,1820982286,0,0,0,0,0,1709443358,0,,,把文体事件上升为政治事件只会让香港的声誉收到伤害！,,,,False,4,保密,,我是东东1981,https://i0.hdslb.com/bfs/face/member/noface.jpg
210744053376,1000435390,1,277943865,0,0,0,0,0,1709426034,0,,,干的漂亮[doge],[doge],,,False,6,男,老子钓鱼高手^_^,羞耻为中心人格,https://i0.hdslb.com/bfs/face/6d1d2ebb88b86c9ccc6ab20735f1634304646c70.jpg
210694833360,1000435390,1,1437366000,0,0,0,0,0,1709386774,0,,,笑死,,,,False,4,保密,人,Gentle是最帥,https://i0.hdslb.com/bfs/face/a584642b9da557e3f9d78e1dbabfbfa97006bc9b.jpg
210681754960,1000435390,1,439153171,0,0,0,0,0,1709381605,0,,,还好我不看球[doge],[doge],,,False,5,保密,,龙舞梦可儿,https://i1.hdslb.com/bfs/face/66f0efe34efdd51665e0f4d5f10fab382543a298.jpg
