rpid,oid,type,mid,root,parent,dialog,count,rcount,ctime,like,plat,device,content,emote,at_uname,at_mid,invisible,level,sex,sign,uname,avatar
209186205696,1900891766,1,365977439,0,0,0,2,2,1708514244,112,,,梅西等于中国足球产业 难绷,,,,False,5,男,唉，又急。,有风吹过身旁,https://i2.hdslb.com/bfs/face/810b4b352f4e083bdc2b21bfc05e73da6b70b42f.jpg
209369263104,1900891766,1,315307241,209186205696,209186205696,209369263104,0,0,1708605706,0,,,王套是我儿，天天回家耍芽儿,,,,False,4,保密,,骞骞霸霸霸,https://i2.hdslb.com/bfs/face/f0296aa5ac9a7b389eb5b7043e0ba243915f0399.jpg
209285182528,1900891766,1,417397782,209186205696,209186205696,209285182528,0,0,1708572548,0,,,原來霉西是中國人[doge],[doge],,,False,5,男,,力2022,https://i0.hdslb.com/bfs/face/489c7ea1c176375f0f2e618beb99efe155c51b6a.jpg
209167684048,1900891766,1,21657331,0,0,0,2,2,1708507866,107,,,[热]谁来告诉我梅西=中国足球产业？王涛是不是对足球产业有什么误解。,[热],,,False,6,保密,,LetMeSeeSee484,https://i1.hdslb.com/bfs/face/2e92f84c481788940910f5c89045f54db591818b.jpg
209270121488,1900891766,1,20590613,209167684048,209167684048,209270121488,0,0,1708565144,5,,,哎呀，他想讲的不是足球产业而是他的产业，梅西黄了他卖签名球衣的产业就完啦[吃瓜],[吃瓜],,,False,6,男,我是DD我骄傲,跳粪坑真爽,http://i2.hdslb.com/bfs/face/c07ea8dc081d519f856e6940ec5765a67cc22fb4.jpg
209182543504,1900891766,1,379491104,209167684048,209167684048,209182543504,0,0,1708513065,6,,,他靠卖球衣，卖合照赚的钱估计都抵得上普通人打工十辈子。,,,,False,6,保密,,你别猴辣么大声,http://i0.hdslb.com/bfs/face/member/noface.jpg
209108884320,1900891766,1,204360567,0,0,0,14,8,1708483681,244,,,梅西倒了 足球产业完了 涛哥太有远见了[吃瓜],[吃瓜],,,False,6,男,,魔法美少女深野昂,https://i0.hdslb.com/bfs/face/48852810f6f8fe72fb5c722502323a2aa4153b93.jpg
209164053168,1900891766,1,34899239,209108884320,209148347008,209148347008,0,0,1708506527,25,,,回复 @波尔何不特 :但是不会发生在每一个球星身上，哟西死了，还有其他球星，你怕什么？,,波尔何不特,5688194,False,5,保密,,到底要怎么样2000,http://i0.hdslb.com/bfs/face/member/noface.jpg
209167353040,1900891766,1,306685994,209108884320,209148347008,209148347008,0,0,1708507793,17,,,回复 @波尔何不特 :这波就是梅西自己处理的问题，罗的作业放在前面抄都不会抄。,,波尔何不特,5688194,False,6,保密,,逆羽oTo,https://i2.hdslb.com/bfs/face/010134da9aac3f5528cf887d659d04f20c795d6b.jpg
209179270176,1900891766,1,306685994,209108884320,209177429872,209148347008,0,0,1708511976,4,,,回复 @A苇萝桂夏氵晶晶 :就你这种被你哟西主人卖了还帮忙叫唤的也是辛苦你了。          是个稍微正常点的人也知道不出场，应该怎么面对自己球迷吧，微笑道歉打招呼不会打。,,A苇萝桂夏氵晶晶,3537125796481487,False,6,保密,,逆羽oTo,https://i2.hdslb.com/bfs/face/010134da9aac3f5528cf887d659d04f20c795d6b.jpg
209169257280,1900891766,1,36304467,0,0,0,20,16,1708508483,280,,,什么时候中国的足球产业是靠哟西来支撑的？有科普大佬吗？,,,,False,5,男,,暗影殿下,https://i0.hdslb.com/bfs/face/7ef5634bb3bf311231e8c2dcd71f0727f603843f.jpg
209177001840,1900891766,1,8114307,209169257280,209169257280,209177001840,0,0,1708511207,51,,,什么中国足球产业，是王涛自己的割韭菜产业，假签名球衣，粉丝见面人头费。,,,,False,6,保密,,蓝瞳的kasper,https://i0.hdslb.com/bfs/face/4665d26d2d536bd4393a0e9de0d3cc20244d96f0.jpg
209175754960,1900891766,1,1584641779,209169257280,209169257280,209175754960,0,0,1708510800,24,,,屁股决定态度,,,,False,5,保密,,SKT-Tl-Faker,https://i1.hdslb.com/bfs/face/8b3a372c810136feedb09473944f9d4b7fc96f70.jpg
209176203136,1900891766,1,352445412,209169257280,209169257280,209176203136,0,0,1708510930,19,,,感觉不如村超,,,,False,5,保密,,李唐芝士雪豹,https://i0.hdslb.com/bfs/face/1b6552eb718e07026496149770088a1ce30eb977.jpg
209177258560,1900891766,1,30484837,0,0,0,10,9,1708511301,1685,,,爱他？爱他就把真梅哥放出来！[大哭],[大哭],,,False,6,男,爱与和平 健康与生命 音乐与你,棘沙浪孟,https://i1.hdslb.com/bfs/face/0530aaa1fb303c3c3015cbcd8394a84f34234136.jpg
209208989024,1900891766,1,287789019,209177258560,209177258560,209208989024,0,0,1708522021,70,,,梅哥在王涛地下室签名是吧,,,,False,5,男,,aweiro,https://i0.hdslb.com/bfs/face/9a906b83011b4d77772f3e9d00d26af7359d44ce.jpg
209186674832,1900891766,1,341508337,209177258560,209177258560,209186674832,0,0,1708514393,54,,,你这把我整笑了,,,,False,5,保密,,梦想是成为pro哥,https://i0.hdslb.com/bfs/face/member/noface.jpg
209243367824,1900891766,1,18757527,209177258560,209177258560,209243367824,0,0,1708534294,39,,,让老八发现大秘密了,,,,False,6,男,遇到杀比，不要争吵，他说的对。,没签名字合同,https://i0.hdslb.com/bfs/face/e66141ad1d1963f0c6e321f9f953990b34dfa390.jpg
209177925888,1900891766,1,218730322,0,0,0,12,5,1708511483,197,,,世界上就只有呦西一个足球运动员么？,,,,False,5,保密,,中小奖绝缘体,https://i1.hdslb.com/bfs/face/f08af6e8e23081fad368ebe10b8cd1f76670b166.jpg
209189878240,1900891766,1,311007683,209177925888,209177925888,209189878240,0,0,1708515446,5,,,你错了，梅西这件事后足球迷被圈外歧视的更严重了，毕竟在🇨🇳足球迷是少数，圈外人也不管你是谁的球迷，他们只知道你看足球[捂脸][捂脸],[捂脸],,,False,6,保密,,神哿1440,https://i2.hdslb.com/bfs/face/155b0f8a56d4d45e2e68c9a49e9fb599f822d372.jpg
209221267024,1900891766,1,60161473,209177925888,209177925888,209221267024,0,0,1708526185,0,,,你这么多赞为啥在这么下面,,,,False,5,保密,,我是罗小小,http://i1.hdslb.com/bfs/face/38dd6a8f2cf20be3a459a16a01655f50b9ca4026.jpg
209196491648,1900891766,1,1976544916,209177925888,209177925888,209196491648,0,0,1708517695,0,,,当然解释不清楚了，现在网络那么发达，传播那么快，真正懂得人出来解释就被其它某些视作洗，但历史会沉淀。,,,,False,4,保密,,六元一次方程组,https://i0.hdslb.com/bfs/face/member/noface.jpg
209206654736,1900891766,1,456780403,0,0,0,0,0,1708521221,58,,,还这样妖魔下去我的产业完了我的衣服卖不出去,,,,False,4,男,,星耀裂缝,https://i1.hdslb.com/bfs/face/77f4cb3d3db66fd7c6d2bcb0fa87a5f4f887233a.jpg
